"g","imaginedexplicit1","imaginedexplicit2","imaginedexplicit3","imaginedexplicit4"
"sdsu    ",5,5,7,6
"csun    ",2,1,2,1
"sdsu    ",7,4,9,9
"csun    ",5,4,2,1
"wku     ",1,1,1,1
"ithaca  ",5,5,6,9
"ithaca  ",8,8,9,9
"wku     ",5,4,5,5
"luc     ",3,1,2,1
"csun    ",1,1,1,1
"csun    ",1,1,1,1
"swpson  ",1,3,3,3
"csun    ",5,2,5,2
"csun    ",7,7,8,9
"sdsu    ",5,2,3,2
"sdsu    ",6,6,6,1
"brasilia",4,5,1,2
"sdsu    ",1,3,5,3
"csun    ",9,7,9,9
"csun    ",2,2,3,7
"csun    ",7,7,7,6
"csun    ",3,3,3,3
"csun    ",6,3,3,3
"sdsu    ",1,1,1,1
"sdsu    ",2,1,2,2
"sdsu    ",7,7,8,9
"sdsu    ",5,5,7,3
"csun    ",5,5,6,4
"conncoll",5,8,9,6
"conncoll",5,4,5,9
"conncoll",1,1,1,1
"conncoll",2,1,1,1
"conncoll",7,3,7,9
"conncoll",4,4,5,5
"conncoll",5,3,5,5
"conncoll",3,5,7,3
"conncoll",7,2,7,1
"conncoll",5,5,5,9
"conncoll",1,1,2,3
"conncoll",5,1,6,9
"brasilia",5,6,6,6
"conncoll",5,7,7,6
"conncoll",9,4,9,9
"conncoll",5,3,5,9
"conncoll",5,3,7,9
"conncoll",7,8,9,9
"csun    ",5,5,5,3
"conncoll",2,4,1,9
"csun    ",3,7,3,3
"csun    ",5,5,7,7
"luc     ",5,7,5,9
"mcdaniel",7,7,7,9
"csun    ",5,4,3,7
"csun    ",3,5,5,3
"csun    ",6,5,5,6
"csun    ",6,4,9,9
"sdsu    ",5,1,2,1
"sdsu    ",5,5,9,9
"sdsu    ",7,1,9,4
"sdsu    ",6,3,7,5
"conncoll",7,3,7,9
"conncoll",3,2,4,2
"csun    ",1,3,2,2
"csun    ",3,1,5,2
"csun    ",7,7,9,9
"conncoll",8,9,8,9
"csun    ",5,3,5,1
"conncoll",9,7,7,9
"csun    ",4,2,6,7
"csun    ",2,1,5,2
"csun    ",3,5,6,4
"csun    ",5,6,7,3
"conncoll",5,2,6,5
"conncoll",5,2,5,6
"conncoll",2,3,4,6
"conncoll",3,1,2,1
"conncoll",5,4,7,9
"conncoll",4,4,5,3
"conncoll",5,5,9,8
"conncoll",5,6,7,8
"conncoll",7,7,8,6
"conncoll",9,9,7,5
"csun    ",5,3,3,3
"mcdaniel",7,5,9,5
"luc     ",1,3,4,2
"csun    ",5,3,5,4
"csun    ",4,4,4,4
"csun    ",1,3,5,7
"csun    ",5,4,4,3
"mcdaniel",8,3,9,4
"csun    ",1,1,2,1
"csun    ",7,7,9,9
"csun    ",2,4,2,1
"csun    ",4,6,5,6
"csun    ",1,1,4,9
"csun    ",9,6,9,9
"csun    ",5,3,4,9
"csun    ",3,1,1,1
"conncoll",7,1,5,2
"conncoll",9,9,9,9
"csun    ",2,3,6,5
"conncoll",6,6,9,2
"conncoll",8,6,9,9
"conncoll",5,6,7,9
"conncoll",3,2,2,7
"conncoll",7,7,9,9
"conncoll",7,4,6,6
"conncoll",3,3,7,4
"conncoll",6,4,8,6
"conncoll",4,1,7,6
"conncoll",4,4,5,4
"conncoll",3,5,5,8
"conncoll",3,5,5,6
"conncoll",5,3,5,3
"conncoll",6,6,6,6
"conncoll",2,2,3,6
"conncoll",5,7,5,4
"csun    ",5,5,5,1
"csun    ",3,3,5,7
"csun    ",4,4,6,3
"csun    ",3,2,3,3
"csun    ",5,2,5,3
"csun    ",3,1,1,1
"csun    ",2,2,4,2
"csun    ",3,1,1,1
"csun    ",5,5,5,7
"vcu     ",5,4,6,8
"csun    ",6,4,4,2
"csun    ",3,2,1,1
"csun    ",3,1,3,2
"csun    ",2,1,2,2
"csun    ",2,1,1,1
"csun    ",3,3,3,1
"csun    ",4,3,5,5
"csun    ",5,5,5,4
"csun    ",7,5,6,4
"csun    ",5,1,5,4
"csun    ",1,1,3,2
"csun    ",5,4,4,3
"csun    ",5,4,5,7
"csun    ",5,2,4,1
"csun    ",5,5,3,3
"csun    ",5,3,5,1
"csun    ",3,1,3,3
"csun    ",1,2,4,4
"csun    ",1,1,1,1
"csun    ",2,3,3,2
"csun    ",6,4,3,2
"csun    ",5,2,5,2
"csun    ",9,9,9,9
"csun    ",4,1,4,6
"csun    ",5,4,4,5
"csun    ",1,1,1,1
"csun    ",9,9,9,9
"csun    ",5,1,4,2
"charles ",2,7,7,9
"charles ",3,5,3,6
"charles ",1,2,2,4
"charles ",3,3,1,9
"charles ",5,1,7,7
"charles ",6,3,6,1
"charles ",1,3,3,2
"charles ",5,6,7,9
"charles ",4,2,5,7
"csun    ",4,5,3,3
"charles ",2,5,4,7
"charles ",5,5,7,9
"charles ",4,4,7,9
"charles ",4,1,1,3
"charles ",5,6,7,8
"charles ",9,6,3,9
"charles ",3,5,4,9
"charles ",1,2,5,9
"charles ",6,4,7,8
"charles ",2,4,2,6
"charles ",5,3,2,6
"charles ",2,3,4,3
"charles ",2,2,5,4
"charles ",6,3,2,9
"msvu    ",7,6,9,9
"msvu    ",6,2,5,1
"qccuny2 ",7,4,6,5
"qccuny2 ",5,7,5,7
"msvu    ",5,5,7,8
"msvu    ",2,1,4,1
"csun    ",5,7,6,8
"qccuny2 ",5,2,5,5
"qccuny2 ",9,1,9,1
"wl      ",3,2,3,9
"luc     ",9,5,9,9
"qccuny2 ",2,5,1,2
"qccuny2 ",7,8,9,9
"msvu    ",5,4,5,8
"msvu    ",4,5,6,5
"msvu    ",2,1,3,1
"luc     ",1,7,NA,7
"qccuny2 ",2,1,1,1
"msvu    ",4,5,7,8
"brasilia",6,7,6,7
"qccuny  ",2,2,3,2
"vcu     ",2,1,4,3
"qccuny  ",6,6,8,6
"qccuny  ",6,3,7,1
"vcu     ",6,1,5,3
"brasilia",5,5,5,3
"vcu     ",5,2,5,7
"sdsu    ",7,6,5,4
"sdsu    ",8,5,9,3
"wpi     ",4,3,2,2
"sdsu    ",4,3,5,5
"sdsu    ",7,5,6,3
"wpi     ",5,5,7,6
"wpi     ",5,5,5,5
"vcu     ",7,6,9,9
"vcu     ",6,3,7,5
"vcu     ",6,3,4,2
"qccuny2 ",3,1,4,1
"qccuny2 ",2,2,2,3
"qccuny  ",2,1,1,1
"wpi     ",2,1,1,2
"qccuny  ",4,3,2,2
"qccuny  ",5,5,5,5
"vcu     ",5,2,5,2
"wpi     ",5,4,5,7
"vcu     ",NA,NA,NA,NA
"qccuny  ",9,9,9,9
"vcu     ",5,2,7,2
"sdsu    ",9,7,9,9
"sdsu    ",3,2,2,1
"sdsu    ",7,4,9,5
"sdsu    ",5,5,7,9
"vcu     ",9,6,7,7
"brasilia",5,7,9,8
"vcu     ",5,5,7,7
"vcu     ",5,3,6,3
"wpi     ",7,7,7,5
"wpi     ",6,6,6,4
"wpi     ",5,1,5,5
"qccuny  ",2,1,1,1
"vcu     ",7,7,7,9
"qccuny  ",9,9,4,9
"qccuny  ",2,4,3,4
"qccuny2 ",9,9,9,9
"wpi     ",9,9,9,9
"qccuny  ",7,1,5,1
"qccuny2 ",9,9,9,9
"vcu     ",2,1,3,2
"vcu     ",9,8,8,9
"vcu     ",6,5,6,1
"luc     ",8,3,9,2
"luc     ",4,3,3,2
"luc     ",5,1,5,9
"luc     ",5,5,7,7
"conncoll",5,6,9,7
"csun    ",5,3,4,2
"conncoll",7,5,7,8
"conncoll",5,1,7,1
"conncoll",5,5,5,7
"conncoll",7,5,7,4
"conncoll",6,6,6,7
"conncoll",5,1,5,9
"conncoll",5,2,5,3
"conncoll",5,7,5,1
"conncoll",2,1,1,1
"conncoll",5,6,6,9
"conncoll",5,5,8,9
"conncoll",3,3,5,3
"conncoll",2,3,3,1
"conncoll",6,2,5,8
"conncoll",2,2,2,2
"wl      ",5,6,6,9
"wl      ",6,4,8,8
"wl      ",8,6,8,9
"wl      ",5,3,8,8
"wl      ",5,5,7,9
"conncoll",4,3,5,1
"conncoll",4,3,5,3
"conncoll",3,6,9,8
"conncoll",1,1,4,4
"conncoll",5,4,7,5
"conncoll",5,5,8,9
"conncoll",9,6,5,7
"conncoll",8,7,8,9
"conncoll",5,4,6,9
"conncoll",5,5,9,9
"conncoll",4,2,5,9
"conncoll",3,2,5,4
"conncoll",7,3,6,2
"conncoll",8,7,9,9
"wl      ",4,2,2,4
"csun    ",3,2,5,1
"csun    ",5,1,5,6
"csun    ",4,4,5,4
"conncoll",5,5,6,7
"conncoll",3,1,5,4
"conncoll",4,3,7,9
"conncoll",3,4,6,8
"conncoll",3,2,2,6
"conncoll",5,4,4,3
"conncoll",2,3,7,8
"conncoll",3,2,3,6
"conncoll",2,5,3,5
"conncoll",5,6,7,5
"conncoll",6,6,7,8
"conncoll",3,6,5,2
"conncoll",5,2,3,2
"conncoll",5,7,9,6
"conncoll",5,7,7,7
"csun    ",3,1,1,2
"csun    ",1,1,1,1
"csun    ",5,3,9,1
"csun    ",5,6,8,9
"csun    ",9,7,7,1
"qccuny  ",8,4,5,9
"qccuny  ",7,6,6,8
"qccuny  ",5,1,5,1
"qccuny  ",6,7,9,9
"osu     ",1,3,5,7
"qccuny  ",5,2,7,6
"osu     ",1,1,5,1
"osu     ",1,1,1,1
"qccuny  ",3,2,3,2
"osu     ",3,1,2,2
"osu     ",7,5,8,6
"osu     ",3,2,3,1
"osu     ",4,1,4,9
"osu     ",4,2,4,7
"osu     ",6,3,6,4
"osu     ",2,1,1,1
"osu     ",5,2,5,3
"osu     ",3,2,6,1
"osu     ",3,2,7,4
"osu     ",2,2,4,2
"osu     ",1,1,5,5
"osu     ",5,3,6,2
"osu     ",5,3,3,1
"osu     ",2,6,6,3
"osu     ",5,6,6,9
"osu     ",7,5,9,9
"osu     ",3,2,5,1
"osu     ",1,4,5,2
"osu     ",1,1,1,1
"osu     ",7,2,6,4
"osu     ",5,6,4,1
"osu     ",5,5,4,7
"osu     ",5,2,4,1
"osu     ",7,6,3,7
"osu     ",2,2,2,1
"osu     ",5,3,5,2
"osu     ",5,4,2,2
"osu     ",5,5,5,5
"osu     ",4,5,7,1
"osu     ",7,4,5,1
"osu     ",5,3,5,2
"osu     ",5,2,5,8
"osu     ",3,2,5,4
"osu     ",1,1,1,1
"osu     ",2,3,3,6
"osu     ",3,3,4,2
"swpson  ",5,3,6,9
"qccuny  ",9,2,4,5
"ufl     ",5,2,7,8
"ufl     ",5,1,2,2
"ufl     ",2,3,7,1
"sdsu    ",3,1,3,5
"sdsu    ",7,4,5,4
"sdsu    ",2,3,3,7
"osu     ",2,2,1,1
"osu     ",2,1,1,4
"osu     ",9,2,3,1
"osu     ",6,5,6,7
"osu     ",5,2,2,1
"osu     ",2,2,2,2
"osu     ",5,3,7,3
"osu     ",1,1,1,1
"osu     ",4,2,5,3
"osu     ",3,2,5,1
"osu     ",5,2,5,6
"osu     ",5,2,6,9
"osu     ",9,9,9,9
"osu     ",5,6,8,9
"osu     ",4,4,3,4
"osu     ",7,4,7,7
"osu     ",3,3,7,5
"osu     ",5,3,3,5
"osu     ",5,5,6,5
"osu     ",2,3,3,2
"osu     ",3,2,5,3
"osu     ",3,3,4,5
"osu     ",1,2,3,3
"ufl     ",5,6,5,6
"wpi     ",5,5,5,9
"vcu     ",6,3,6,3
"vcu     ",9,9,9,9
"vcu     ",5,3,6,7
"wisc    ",5,5,5,2
"wisc    ",6,5,5,8
"wisc    ",5,3,5,7
"sdsu    ",5,4,7,3
"wisc    ",9,8,4,9
"sdsu    ",5,3,4,2
"sdsu    ",5,2,5,1
"wisc    ",4,1,5,6
"wisc    ",3,6,3,6
"osu     ",1,1,1,1
"osu     ",4,2,3,2
"osu     ",3,5,4,5
"osu     ",6,5,6,7
"osu     ",1,1,1,1
"wisc    ",1,1,4,1
"osu     ",7,5,6,1
"osu     ",3,2,4,9
"osu     ",1,1,1,3
"osu     ",1,1,1,1
"osu     ",1,1,2,1
"osu     ",3,3,3,3
"osu     ",2,1,2,2
"osu     ",2,5,2,4
"osu     ",5,1,5,7
"osu     ",9,9,9,9
"csun    ",1,1,2,1
"osu     ",5,4,5,4
"osu     ",7,7,7,7
"osu     ",5,5,1,1
"osu     ",3,1,1,1
"osu     ",5,6,6,6
"osu     ",1,3,4,2
"osu     ",4,4,6,3
"vcu     ",7,7,9,7
"vcu     ",5,3,4,3
"wisc    ",2,1,1,1
"wisc    ",7,3,7,6
"wisc    ",4,5,5,2
"wisc    ",5,6,7,7
"wisc    ",6,5,7,6
"wisc    ",5,4,9,2
"wisc    ",5,5,8,6
"wisc    ",4,4,4,4
"luc     ",4,4,4,4
"wisc    ",5,5,5,3
"osu     ",5,4,5,6
"osu     ",9,9,9,9
"osu     ",5,5,8,8
"osu     ",3,7,4,3
"osu     ",7,1,3,1
"osu     ",1,1,1,1
"ufl     ",8,3,9,7
"ufl     ",5,3,5,2
"osu     ",9,6,7,7
"osu     ",7,6,5,6
"osu     ",6,3,6,5
"osu     ",1,1,4,1
"osu     ",7,5,6,8
"ufl     ",7,6,7,3
"osu     ",6,5,8,8
"osu     ",1,1,1,1
"osu     ",1,5,1,1
"osu     ",5,3,5,3
"osu     ",2,1,1,3
"osu     ",7,3,7,2
"osu     ",6,3,5,7
"osu     ",1,1,3,2
"osu     ",5,4,5,6
"osu     ",4,1,2,1
"sdsu    ",4,2,4,1
"sdsu    ",6,6,8,8
"sdsu    ",4,3,6,7
"sdsu    ",4,4,5,8
"uva     ",2,1,5,3
"wisc    ",6,3,8,9
"uva     ",3,4,3,4
"uva     ",5,3,8,4
"uva     ",7,7,8,9
"wisc    ",3,1,4,1
"wisc    ",5,7,5,7
"wisc    ",5,5,5,1
"wisc    ",2,1,2,1
"wisc    ",3,1,5,1
"wisc    ",5,6,7,4
"wisc    ",5,3,5,3
"wisc    ",5,5,5,1
"osu     ",6,1,5,4
"ufl     ",4,3,7,4
"uva     ",5,5,5,3
"uva     ",5,5,5,5
"uva     ",7,7,9,1
"uva     ",5,3,5,1
"wisc    ",3,2,3,1
"wisc    ",4,2,4,4
"wisc    ",6,5,7,5
"wisc    ",3,2,5,2
"wisc    ",2,2,3,2
"wisc    ",4,3,5,8
"wisc    ",4,2,3,3
"wisc    ",6,2,4,7
"wisc    ",6,4,5,7
"wisc    ",4,2,2,2
"wisc    ",5,3,9,5
"brasilia",8,4,6,7
"uva     ",5,2,2,4
"uva     ",6,3,5,5
"uva     ",2,2,3,1
"wisc    ",4,1,3,3
"tamuc   ",2,2,6,2
"wisc    ",3,2,3,3
"wisc    ",5,4,6,3
"wisc    ",8,7,9,8
"wisc    ",8,5,7,6
"wisc    ",4,4,6,7
"uva     ",3,5,9,9
"wisc    ",2,1,9,5
"wisc    ",1,1,1,1
"wisc    ",5,4,5,9
"wisc    ",2,2,2,2
"wisc    ",5,2,5,7
"wl      ",3,2,2,5
"wl      ",5,4,9,4
"luc     ",4,5,5,7
"wisc    ",2,1,4,2
"wisc    ",6,4,7,9
"wisc    ",3,3,6,3
"wisc    ",1,2,6,5
"wisc    ",5,5,7,5
"csun    ",5,5,5,5
"sdsu    ",5,3,3,4
"sdsu    ",5,3,7,8
"sdsu    ",2,4,2,1
"sdsu    ",1,1,2,1
"luc     ",9,4,5,4
"luc     ",5,4,4,6
"sdsu    ",5,3,5,5
"sdsu    ",9,5,8,3
"sdsu    ",7,2,5,2
"oxy     ",4,3,9,9
"sdsu    ",4,2,1,1
"sdsu    ",6,5,7,9
"sdsu    ",1,2,4,3
"sdsu    ",8,8,5,5
"jmu     ",5,6,6,7
"jmu     ",2,1,1,1
"mcdaniel",5,3,5,2
"jmu     ",3,1,3,1
"brasilia",6,8,7,4
"msvu    ",9,7,9,9
"msvu    ",7,5,7,9
"msvu    ",2,1,5,5
"mcdaniel",1,2,1,6
"tamuc   ",4,2,6,2
"tamuc   ",7,3,4,1
"tamuc   ",4,4,3,3
"mcdaniel",2,2,2,2
"vcu     ",5,5,5,5
"vcu     ",5,6,5,9
"vcu     ",5,8,8,9
"wisc    ",5,3,4,3
"wisc    ",3,1,3,1
"wisc    ",5,7,7,9
"wisc    ",1,2,9,2
"wisc    ",5,2,5,1
"wisc    ",5,4,7,8
"qccuny  ",5,5,5,3
"wisc    ",6,6,8,7
"wisc    ",7,4,6,6
"brasilia",1,3,5,1
"wisc    ",4,3,3,7
"qccuny  ",9,5,5,9
"ithaca  ",4,3,6,4
"ithaca  ",7,6,9,9
"msvu    ",5,5,5,5
"msvu    ",7,1,9,9
"ithaca  ",3,2,2,8
"mcdaniel",4,9,6,7
"msvu    ",5,4,8,3
"vcu     ",2,1,4,7
"vcu     ",9,9,9,9
"vcu     ",8,5,9,9
"wisc    ",6,4,7,5
"wisc    ",9,9,9,9
"vcu     ",5,3,3,3
"vcu     ",5,6,5,8
"msvu    ",8,8,8,9
"msvu    ",8,9,8,9
"vcu     ",1,1,1,5
"ithaca  ",5,3,6,6
"ithaca  ",5,5,5,2
"ithaca  ",4,2,5,7
"ithaca  ",5,5,5,9
"ithaca  ",3,1,5,1
"vcu     ",6,6,6,7
"mcdaniel",5,5,5,3
"brasilia",5,3,5,3
"vcu     ",6,6,9,3
"mcdaniel",7,3,5,3
"mcdaniel",5,4,5,5
"luc     ",7,5,9,9
"ufl     ",3,2,5,7
"ufl     ",5,5,5,9
"ufl     ",9,9,9,9
"brasilia",5,1,5,1
"wl      ",3,5,3,4
"qccuny  ",5,1,2,1
"qccuny  ",3,2,3,7
"qccuny  ",6,4,7,3
"brasilia",4,3,3,7
"sdsu    ",7,7,9,5
"sdsu    ",5,3,6,7
"sdsu    ",5,4,2,2
"sdsu    ",3,5,3,5
"luc     ",7,6,9,9
"luc     ",5,5,7,9
"luc     ",7,4,6,7
"oxy     ",6,8,6,8
"sdsu    ",6,4,9,7
"sdsu    ",9,4,9,5
"sdsu    ",5,5,4,5
"mcdaniel",1,1,4,2
"qccuny2 ",2,2,4,2
"qccuny2 ",4,2,6,2
"qccuny2 ",8,8,9,4
"mcdaniel",2,3,4,5
"sdsu    ",5,7,7,6
"sdsu    ",6,3,5,2
"sdsu    ",6,6,9,7
"luc     ",9,9,9,9
"luc     ",5,6,7,7
"luc     ",5,6,6,9
"luc     ",5,3,4,5
"luc     ",4,2,5,8
"sdsu    ",2,2,2,1
"sdsu    ",8,8,9,5
"sdsu    ",6,5,5,6
"mcdaniel",NA,3,NA,5
"luc     ",5,2,7,6
"luc     ",1,1,9,9
"luc     ",5,3,5,9
"sdsu    ",5,7,7,4
"sdsu    ",2,1,1,1
"charles ",5,2,6,7
"charles ",2,2,2,6
"charles ",4,1,2,2
"charles ",2,2,3,4
"charles ",4,7,5,8
"charles ",2,3,5,8
"charles ",5,4,6,9
"wku     ",5,3,1,5
"ufl     ",3,2,7,9
"vcu     ",5,3,7,2
"msvu    ",7,5,6,3
"msvu    ",7,5,4,4
"msvu    ",1,1,3,3
"vcu     ",2,2,3,1
"brasilia",1,1,3,1
"ithaca  ",5,5,5,5
"ithaca  ",2,2,5,1
"ithaca  ",5,2,6,2
"ithaca  ",6,3,6,5
"msvu    ",5,2,3,2
"vcu     ",7,1,1,3
"ufl     ",4,1,3,5
"msvu    ",5,3,3,7
"oxy     ",3,3,4,8
"qccuny2 ",4,2,4,1
"ithaca  ",4,3,4,2
"ithaca  ",6,4,5,3
"ithaca  ",2,3,5,9
"ithaca  ",5,6,6,7
"brasilia",5,2,6,6
"msvu    ",5,7,7,9
"qccuny2 ",3,3,5,3
"qccuny2 ",4,5,4,3
"luc     ",5,4,3,6
"msvu    ",5,6,5,7
"qccuny2 ",9,6,7,6
"luc     ",6,2,7,6
"brasilia",5,2,5,6
"msvu    ",8,8,5,9
"wpi     ",5,2,5,2
"luc     ",5,2,8,3
"luc     ",4,4,7,9
"luc     ",4,3,2,6
"qccuny2 ",5,2,5,5
"luc     ",6,6,6,9
"ithaca  ",5,3,5,6
"ithaca  ",5,6,6,9
"ithaca  ",5,5,7,7
"brasilia",4,6,7,7
"jmu     ",9,7,9,9
"ithaca  ",5,2,6,7
"ithaca  ",3,2,3,2
"luc     ",9,3,7,4
"brasilia",5,3,7,7
"tamuc   ",5,1,3,9
"tamuc   ",2,4,3,6
"tamuc   ",1,1,1,1
"sdsu    ",3,1,3,3
"sdsu    ",5,5,9,9
"sdsu    ",2,3,1,1
"jmu     ",4,5,5,3
"sdsu    ",6,5,7,5
"sdsu    ",2,5,3,9
"sdsu    ",5,5,5,4
"sdsu    ",5,5,5,4
"qccuny  ",5,3,3,3
"qccuny  ",4,3,6,9
"luc     ",7,5,7,4
"luc     ",5,3,4,6
"luc     ",9,8,9,9
"luc     ",6,4,7,9
"qccuny  ",5,1,5,1
"qccuny  ",4,3,5,1
"qccuny  ",6,2,2,4
"mcdaniel",7,3,9,5
"qccuny  ",2,2,1,1
"sdsu    ",9,5,9,9
"sdsu    ",3,1,2,1
"sdsu    ",1,1,4,2
"jmu     ",3,2,3,6
"oxy     ",5,6,7,9
"jmu     ",5,2,1,2
"luc     ",3,2,4,6
"oxy     ",6,5,7,7
"luc     ",7,4,5,1
"oxy     ",5,5,7,9
"sdsu    ",5,1,NA,NA
"sdsu    ",7,3,5,2
"sdsu    ",7,5,7,9
"sdsu    ",3,5,5,3
"oxy     ",6,3,6,6
"luc     ",3,1,1,1
"luc     ",7,4,4,7
"qccuny  ",2,2,3,2
"qccuny  ",7,5,7,7
"qccuny  ",8,1,1,2
"msvu    ",2,1,3,1
"qccuny2 ",5,4,9,3
"msvu    ",5,5,5,9
"qccuny  ",9,8,9,5
"tamuc   ",5,6,6,9
"tamuc   ",6,6,6,8
"charles ",1,2,2,3
"charles ",7,6,5,5
"charles ",2,5,6,7
"msvu    ",5,2,6,5
"brasilia",4,5,9,7
"luc     ",5,3,5,9
"luc     ",1,1,1,1
"charles ",5,2,5,9
"charles ",5,6,7,6
"charles ",4,5,6,9
"brasilia",5,9,5,9
"charles ",1,7,5,6
"charles ",5,5,5,3
"charles ",6,7,6,9
"charles ",5,5,7,5
"charles ",3,3,4,7
"qccuny  ",8,2,5,9
"qccuny  ",5,7,5,7
"qccuny  ",5,1,1,1
"qccuny  ",8,5,8,2
"brasilia",8,7,8,7
"ithaca  ",9,9,9,9
"wku     ",7,6,5,9
"qccuny2 ",2,1,1,1
"wku     ",3,2,4,3
"brasilia",1,1,3,3
"wku     ",3,1,2,6
"wku     ",3,3,1,4
"wku     ",5,5,5,4
"wku     ",6,3,6,6
"wku     ",4,6,4,5
"wku     ",3,4,6,8
"ithaca  ",7,3,5,3
"qccuny2 ",8,5,5,7
"ithaca  ",4,1,4,3
"brasilia",7,5,7,5
"wku     ",6,3,5,6
"luc     ",5,4,5,6
"wku     ",2,2,1,1
"ithaca  ",6,6,9,6
"ithaca  ",6,4,6,7
"ithaca  ",7,5,7,9
"wku     ",4,1,3,1
"wku     ",5,3,6,2
"qccuny  ",1,3,1,1
"qccuny  ",8,8,8,5
"wku     ",5,5,6,6
"wku     ",6,5,8,5
"ufl     ",6,3,2,1
"wku     ",5,4,9,9
"luc     ",6,2,1,8
"luc     ",5,1,5,9
"luc     ",7,5,6,9
"oxy     ",5,7,8,9
"luc     ",7,3,5,8
"luc     ",4,4,4,9
"luc     ",3,5,4,9
"luc     ",7,4,4,2
"luc     ",5,3,5,6
"qccuny2 ",3,5,3,5
"charles ",9,5,3,7
"charles ",5,3,5,7
"charles ",5,7,9,9
"charles ",1,3,3,8
"charles ",3,2,3,5
"charles ",3,1,2,1
"luc     ",3,5,5,6
"brasilia",5,7,7,9
"tamuc   ",3,2,5,6
"qccuny2 ",5,5,6,5
"tamuc   ",2,2,4,6
"luc     ",3,3,2,2
"brasilia",6,3,7,4
"tamuc   ",4,1,1,5
"tamuc   ",5,2,9,2
"qccuny  ",1,6,5,5
"qccuny  ",9,6,9,7
"brasilia",2,4,8,3
"vcu     ",6,4,7,5
"vcu     ",5,5,5,5
"tamuc   ",5,4,6,7
"wpi     ",5,5,7,4
"wpi     ",4,1,3,2
"brasilia",3,2,3,1
"vcu     ",9,7,9,3
"vcu     ",6,6,5,7
"vcu     ",7,7,9,9
"tamuc   ",5,3,5,7
"qccuny2 ",6,3,5,2
"qccuny  ",6,5,7,4
"qccuny  ",3,5,5,5
"tamuc   ",7,7,8,8
"wpi     ",5,4,5,1
"qccuny  ",3,4,4,1
"wpi     ",3,3,2,3
"tamuc   ",4,3,4,2
"vcu     ",5,2,2,7
"qccuny  ",5,1,3,2
"qccuny2 ",7,9,6,8
"vcu     ",8,1,9,9
"qccuny  ",5,5,5,2
"vcu     ",5,1,6,9
"vcu     ",9,9,9,9
"qccuny2 ",NA,NA,NA,NA
"tamuc   ",5,4,5,9
"vcu     ",7,7,6,1
"vcu     ",7,6,8,7
"luc     ",5,1,1,2
"luc     ",5,2,4,2
"luc     ",5,4,5,9
"luc     ",9,9,4,2
"luc     ",9,6,9,7
"luc     ",3,4,2,7
"luc     ",5,6,6,7
"luc     ",8,7,5,6
"luc     ",5,6,7,4
"oxy     ",6,6,7,9
"oxy     ",9,9,9,9
"luc     ",9,9,8,9
"qccuny  ",2,2,3,2
"qccuny  ",5,5,5,9
"qccuny  ",4,2,2,2
"vcu     ",9,5,9,5
"ufl     ",5,7,8,3
"qccuny  ",7,1,9,1
"qccuny  ",9,7,9,9
"vcu     ",4,2,3,1
"luc     ",1,2,4,2
"qccuny2 ",5,4,7,7
"ufl     ",3,2,3,1
"vcu     ",9,3,7,1
"vcu     ",5,3,5,7
"vcu     ",1,1,1,1
"qccuny2 ",5,5,5,5
"swpson  ",3,3,4,5
"ufl     ",5,3,5,5
"ufl     ",1,1,1,1
"oxy     ",5,5,5,7
"luc     ",6,4,4,7
"luc     ",4,2,3,3
"luc     ",3,2,2,1
"oxy     ",5,5,5,8
"wpi     ",5,1,1,1
"oxy     ",5,3,5,5
"wpi     ",1,1,1,1
"oxy     ",3,5,5,3
"luc     ",5,4,6,6
"luc     ",7,7,7,9
"luc     ",6,1,4,7
"luc     ",6,7,8,7
"wpi     ",5,5,6,4
"wpi     ",5,1,5,2
"luc     ",6,7,6,9
"luc     ",4,6,7,8
"oxy     ",5,6,9,8
"oxy     ",3,2,8,9
"oxy     ",2,2,4,1
"oxy     ",5,5,7,9
"oxy     ",5,5,9,9
"jmu     ",6,3,6,5
"swpson  ",4,6,3,1
"mcdaniel",5,2,5,2
"mcdaniel",2,3,3,2
"mcdaniel",2,1,1,2
"mcdaniel",5,4,5,2
"mcdaniel",1,1,1,1
"mcdaniel",9,9,9,9
"mcdaniel",5,2,6,6
"mcdaniel",8,3,5,5
"mcdaniel",4,2,2,1
"mcdaniel",3,3,1,3
"mcdaniel",3,2,2,1
"mcdaniel",5,3,5,7
"jmu     ",5,5,6,4
"mcdaniel",2,2,3,2
"swps    ",1,1,1,6
"swps    ",5,2,5,4
"swps    ",2,2,1,2
"swps    ",7,5,5,3
"swps    ",1,1,3,1
"swps    ",5,5,5,7
"swps    ",6,7,6,9
"swps    ",4,6,4,2
"swps    ",1,1,4,3
"swps    ",3,4,5,4
"swps    ",3,2,1,3
"swps    ",7,7,4,8
"swps    ",4,4,6,7
"swps    ",3,4,3,2
"swps    ",5,1,2,2
"swps    ",1,6,1,2
"swps    ",6,2,9,1
"swps    ",1,9,1,9
"swps    ",2,1,4,3
"qccuny2 ",3,2,3,1
"wku     ",1,2,2,2
"wku     ",5,5,6,3
"msvu    ",6,3,6,1
"msvu    ",1,1,1,1
"oxy     ",6,9,7,9
"qccuny2 ",4,2,5,1
"wisc    ",4,4,4,3
"wisc    ",6,5,5,5
"wisc    ",5,5,5,5
"wisc    ",5,2,5,4
"wisc    ",3,3,6,6
"qccuny2 ",4,3,4,1
"wisc    ",7,3,5,1
"wisc    ",5,6,6,7
