"g","sysjust1","sysjust2","sysjust3","sysjust4","sysjust5","sysjust6","sysjust7","sysjust8"
"pi      ",3,4,3,6,5,2,6,4
"pi      ",5,4,4,3,4,3,3,3
"pi      ",6,2,5,6,6,5,4,5
"pi      ",4,2,6,5,2,3,3,2
"pi      ",5,3,4,7,2,7,5,1
"pi      ",2,4,3,4,4,2,6,2
"jmu     ",3,3,2,5,5,6,5,5
"pi      ",4,5,5,5,5,3,4,3
"pi      ",2,3,5,5,3,1,4,2
"pi      ",2,3,5,4,3,1,2,4
"pi      ",1,3,4,5,5,3,4,2
"pi      ",4,5,3,5,7,6,3,3
"pi      ",2,5,5,7,4,1,5,2
"pi      ",3,3,3,3,2,4,4,3
"pi      ",5,4,4,5,4,5,3,5
"pi      ",2,3,1,3,3,6,5,1
"pi      ",1,1,3,4,3,2,1,1
"pi      ",5,3,3,4,3,3,3,3
"pi      ",1,1,2,6,5,1,3,2
"pi      ",5,4,3,4,3,7,3,5
"pi      ",4,4,4,7,4,4,4,4
"swpson  ",5,6,6,5,4,5,6,4
"swpson  ",5,4,5,4,5,4,5,4
"swpson  ",3,4,5,1,5,1,4,1
"swpson  ",6,6,7,4,4,3,7,3
"swpson  ",4,1,4,1,1,1,1,1
"swpson  ",4,3,4,2,2,3,6,4
"swpson  ",4,1,3,1,1,3,2,2
"swpson  ",5,5,7,3,2,1,7,2
"swpson  ",5,1,5,2,2,7,6,4
"swpson  ",4,3,4,2,5,1,2,2
"swpson  ",3,2,3,4,5,2,3,1
"swpson  ",1,1,1,1,1,1,3,2
"swpson  ",5,3,4,2,3,3,7,5
"pi      ",5,2,3,7,5,7,3,7
"swpson  ",1,1,1,1,1,4,1,1
"swpson  ",5,3,4,7,3,3,5,3
"swpson  ",2,2,3,4,4,6,5,2
"swpson  ",1,1,1,3,2,2,5,2
"swpson  ",4,1,4,5,2,1,3,4
"swpson  ",3,2,4,2,1,1,3,2
"swpson  ",4,4,5,3,2,6,7,5
"swpson  ",2,3,3,3,2,3,6,2
"swpson  ",3,1,2,4,1,1,4,3
"swpson  ",1,1,7,1,4,1,3,4
"tamuc   ",3,1,2,4,2,5,1,2
"swpson  ",1,2,5,2,1,1,7,6
"swpson  ",5,2,NA,4,4,3,6,4
"swpson  ",2,4,2,3,1,2,6,1
"tamuc   ",4,2,3,4,3,1,1,3
"swpson  ",2,4,7,6,3,4,7,1
"swpson  ",3,4,5,2,3,6,4,4
"tamuc   ",3,3,3,6,6,5,4,5
"tamuc   ",5,5,3,4,3,5,2,2
"swpson  ",3,5,6,2,3,2,7,5
"swpson  ",6,2,4,3,2,1,4,2
"pi      ",1,4,5,6,6,5,4,4
"pi      ",3,1,2,2,5,2,4,2
"pi      ",5,2,3,6,3,5,3,3
"qccuny  ",3,3,4,5,4,3,3,4
"qccuny  ",3,3,5,5,5,2,2,2
"qccuny  ",2,4,5,5,3,2,3,3
"pi      ",5,2,5,5,3,3,3,3
"swpson  ",4,4,5,3,3,3,3,3
"swpson  ",4,3,3,3,4,2,5,4
"pi      ",4,4,4,4,3,2,NA,4
"qccuny  ",NA,NA,NA,NA,NA,NA,NA,NA
"swpson  ",3,3,3,3,2,4,5,4
"pi      ",3,3,3,3,3,2,5,3
"pi      ",6,5,5,6,3,5,4,5
"tamuc   ",2,1,3,2,5,1,2,1
"pi      ",3,4,4,5,4,1,5,4
"pi      ",6,5,6,6,5,5,7,3
"pi      ",3,2,5,5,2,6,1,6
"swpson  ",4,2,2,1,2,1,4,1
"swpson  ",4,5,5,5,5,2,7,5
"swpson  ",5,4,6,4,3,5,6,5
"swpson  ",3,1,3,1,2,3,1,1
"pi      ",4,NA,NA,NA,NA,NA,NA,NA
"pi      ",4,5,5,2,5,2,7,2
"swpson  ",3,4,5,3,3,3,NA,4
"swpson  ",5,7,1,1,4,4,5,6
"swpson  ",1,4,4,4,2,1,5,1
"ufl     ",3,4,3,5,3,3,3,4
"qccuny  ",2,2,3,3,4,7,3,3
"qccuny  ",4,4,4,6,5,5,4,5
"tamuc   ",3,6,5,5,5,4,6,5
"qccuny  ",3,2,4,4,3,2,3,3
"pi      ",3,5,7,3,3,3,6,5
"swpson  ",5,3,3,2,1,5,7,6
"qccuny  ",5,6,6,6,5,5,6,5
"qccuny  ",3,3,2,4,4,3,5,3
"qccuny  ",4,3,5,6,5,2,4,3
"qccuny  ",4,4,4,3,3,2,3,5
"swpson  ",4,4,4,4,2,3,6,3
"swpson  ",3,4,6,1,1,1,7,1
"swpson  ",3,5,4,1,5,2,5,5
"swpson  ",4,2,5,2,3,3,4,4
"sdsu    ",3,2,3,5,5,3,5,4
"sdsu    ",3,2,3,3,4,1,5,3
"mcdaniel",2,2,3,5,3,2,4,4
"swpson  ",2,1,4,1,2,1,4,3
"swpson  ",3,1,2,1,2,2,2,4
"swpson  ",1,1,1,1,1,1,1,1
"swpson  ",4,6,3,2,2,5,7,2
"tamuc   ",3,1,2,5,4,3,3,3
"tamuc   ",2,1,2,4,2,3,1,1
"swpson  ",5,4,4,4,4,4,4,4
"swpson  ",1,1,2,1,1,1,2,2
"swpson  ",3,2,5,1,1,1,5,5
"brasilia",1,1,3,7,2,4,7,4
"swpson  ",3,1,4,4,5,1,4,1
"tamuc   ",3,2,3,6,2,5,3,3
"tamuc   ",2,4,3,5,4,3,2,4
"swpson  ",4,2,3,2,4,1,6,4
"swpson  ",4,4,5,3,3,2,6,3
"swpson  ",1,1,3,2,2,5,2,4
"tamuc   ",3,2,2,5,4,2,3,3
"swpson  ",2,1,2,3,3,3,6,2
"swpson  ",1,1,1,3,1,5,5,5
"tamuc   ",5,3,5,4,5,6,4,5
"swpson  ",3,3,2,4,2,1,4,1
"swpson  ",5,5,5,5,3,3,5,3
"swpson  ",4,3,4,1,4,2,4,4
"swpson  ",3,3,3,3,1,2,3,2
"swpson  ",4,2,4,3,3,3,4,3
"swpson  ",4,4,5,4,4,6,6,4
"swpson  ",2,2,4,2,1,1,4,3
"sdsu    ",3,3,3,5,4,2,3,4
"sdsu    ",6,5,6,7,5,7,5,5
"sdsu    ",3,3,2,5,2,2,1,3
"sdsu    ",4,1,3,7,3,7,3,7
"sdsu    ",5,5,6,5,5,7,4,4
"sdsu    ",3,2,3,5,4,4,5,3
"sdsu    ",4,4,4,3,5,2,3,2
"jmu     ",4,4,4,6,4,2,3,4
"sdsu    ",4,4,4,4,4,5,4,4
"sdsu    ",2,2,3,7,2,2,4,2
"sdsu    ",1,1,5,3,1,1,5,1
"sdsu    ",1,1,1,4,2,1,1,3
"qccuny  ",3,5,4,4,3,7,5,5
"sdsu    ",4,4,4,4,6,1,3,4
"sdsu    ",3,3,3,5,5,1,4,2
"sdsu    ",1,3,4,7,4,2,6,1
"swpson  ",2,5,5,1,1,2,4,5
"swpson  ",3,2,2,4,2,1,3,1
"swpson  ",3,4,6,3,2,3,6,2
"swpson  ",3,4,4,3,4,4,5,3
"swpson  ",4,4,7,2,4,3,7,4
"swpson  ",3,3,3,1,1,1,7,2
"swpson  ",1,7,7,1,4,1,4,1
"swpson  ",2,3,3,2,4,4,6,1
"swpson  ",5,2,3,3,2,2,4,3
"swpson  ",7,7,4,4,7,6,1,7
"swpson  ",7,1,NA,7,1,1,4,7
"swpson  ",2,3,3,4,3,2,7,2
"swpson  ",4,1,1,7,1,4,7,4
"swpson  ",4,3,3,2,2,4,4,4
"qccuny  ",2,3,3,6,5,2,3,3
"brasilia",1,1,1,3,4,1,2,1
"qccuny  ",4,3,6,4,4,2,1,3
"qccuny  ",5,6,4,6,6,7,4,5
"qccuny  ",3,3,3,4,3,1,3,1
"qccuny  ",6,5,4,4,3,6,4,2
"brasilia",4,1,1,4,3,1,1,1
"ithaca  ",1,1,1,1,4,1,1,1
"ithaca  ",5,4,5,6,4,6,4,3
"ithaca  ",3,2,5,5,3,6,5,3
"ithaca  ",2,2,2,3,3,2,2,1
"ithaca  ",3,4,5,4,5,3,3,4
"ithaca  ",3,5,6,5,5,5,4,3
"ithaca  ",3,3,2,4,4,2,3,2
"ithaca  ",3,2,2,2,4,2,3,2
"brasilia",2,1,1,5,4,4,5,3
"ufl     ",3,3,5,5,5,5,4,3
"ufl     ",4,3,3,7,4,7,5,5
"ithaca  ",5,4,3,4,4,5,4,4
"ithaca  ",3,3,3,3,3,3,4,3
"ithaca  ",1,5,2,5,5,1,1,2
"wku     ",5,3,7,3,6,5,3,2
"wku     ",6,4,3,3,3,5,2,5
"swpson  ",4,5,5,4,4,3,4,2
"sdsu    ",3,3,3,5,3,3,3,3
"sdsu    ",3,3,2,3,3,2,3,2
"sdsu    ",2,2,3,6,6,2,3,6
"swpson  ",4,4,7,5,2,6,7,5
"ithaca  ",4,4,5,6,5,2,3,5
"ithaca  ",5,3,6,3,5,1,3,2
"ithaca  ",4,4,6,1,4,6,4,2
"ithaca  ",3,2,3,7,5,3,4,2
"swpson  ",2,1,2,2,1,3,6,2
"wku     ",3,3,4,5,5,3,3,3
"sdsu    ",2,3,2,1,3,4,3,5
"sdsu    ",3,3,3,3,4,2,6,4
"sdsu    ",3,2,3,4,4,3,3,2
"sdsu    ",3,4,3,3,4,2,3,3
"uva     ",3,5,3,5,5,3,3,3
"uva     ",3,2,4,6,4,2,3,2
"uva     ",4,4,4,5,5,3,4,3
"ithaca  ",1,1,7,1,1,1,2,1
"ithaca  ",4,4,4,5,5,7,4,4
"ithaca  ",4,4,4,4,4,4,4,4
"uva     ",3,3,3,4,5,1,2,3
"uva     ",6,5,6,7,6,4,4,5
"uva     ",3,1,6,7,4,5,5,3
"wku     ",6,6,6,5,7,6,3,6
"wku     ",4,3,4,7,5,4,3,2
"wku     ",3,2,4,4,6,6,1,3
"qccuny  ",6,5,3,4,6,7,3,7
"uva     ",6,3,5,5,3,5,5,5
"uva     ",2,2,2,5,1,2,5,1
"msvu    ",3,2,4,3,4,2,4,3
"msvu    ",3,2,3,5,4,3,4,3
"msvu    ",2,1,4,6,1,1,4,1
"msvu    ",3,4,4,5,5,3,6,5
"msvu    ",4,4,5,3,3,6,4,3
"msvu    ",1,1,1,4,2,1,1,1
"msvu    ",4,3,5,6,6,5,4,3
"msvu    ",4,3,NA,4,4,2,6,1
"msvu    ",2,3,4,6,5,3,3,4
"msvu    ",4,5,6,6,5,3,6,4
"msvu    ",3,3,3,7,3,1,4,3
"msvu    ",2,1,3,5,2,2,2,2
"msvu    ",5,3,3,6,4,5,5,5
"msvu    ",6,5,6,6,5,3,5,3
"msvu    ",1,1,2,6,4,3,3,1
"msvu    ",3,5,4,3,3,5,5,5
"msvu    ",2,1,3,4,4,1,4,2
"msvu    ",3,4,7,6,5,1,5,4
"msvu    ",5,4,5,5,4,3,4,5
"msvu    ",3,4,4,4,3,3,4,3
"msvu    ",2,1,1,7,4,1,2,4
"msvu    ",4,5,6,6,4,1,4,1
"msvu    ",4,6,5,7,4,3,6,5
"qccuny  ",3,5,3,NA,4,6,4,4
"uva     ",6,5,6,7,5,6,1,5
"swpson  ",1,1,1,2,1,1,1,3
"msvu    ",2,4,4,4,4,5,3,3
"uva     ",1,1,1,7,3,1,5,1
"wku     ",5,5,6,7,5,5,6,5
"wku     ",2,1,3,2,4,1,4,4
"uva     ",3,4,2,3,4,1,1,2
"uva     ",4,4,4,4,4,4,4,4
"uva     ",7,1,3,5,4,3,3,1
"sdsu    ",6,5,4,6,5,5,5,5
"sdsu    ",3,5,4,2,4,3,5,3
"sdsu    ",3,3,5,5,4,3,5,3
"sdsu    ",2,2,5,6,5,2,4,4
"mcdaniel",4,3,3,7,4,2,3,4
"swpson  ",1,3,5,4,3,3,4,2
"sdsu    ",5,5,5,5,5,3,4,5
"sdsu    ",3,2,5,3,4,2,3,2
"sdsu    ",3,4,3,4,3,2,2,3
"sdsu    ",4,4,4,3,4,2,4,6
"wl      ",1,3,5,4,4,5,6,4
"swpson  ",1,3,3,2,4,6,2,5
"swpson  ",2,4,3,4,6,3,3,4
"swpson  ",3,4,5,3,5,3,7,2
"swpson  ",4,5,6,3,3,4,6,4
"swpson  ",1,1,4,4,1,7,7,4
"swpson  ",4,2,2,3,2,6,4,2
"swpson  ",2,4,7,4,5,4,7,1
"swpson  ",2,2,4,1,1,2,3,3
"swpson  ",1,2,4,1,1,1,4,1
"swpson  ",4,5,5,4,5,4,4,3
"swpson  ",5,5,7,3,2,3,2,4
"swpson  ",4,3,3,3,4,1,5,4
"swpson  ",3,1,3,3,4,3,5,6
"swpson  ",3,3,4,4,3,5,4,4
"swpson  ",3,2,5,1,4,2,4,4
"swpson  ",4,1,2,1,1,1,4,3
"swpson  ",5,6,4,5,4,3,3,4
"swpson  ",2,2,4,3,1,4,4,2
"swpson  ",6,6,5,5,4,5,4,4
"swpson  ",3,3,4,2,4,4,6,4
"swpson  ",4,4,7,5,2,4,4,4
"swpson  ",4,5,4,2,3,4,3,3
"swpson  ",3,5,3,1,1,1,7,2
"swpson  ",3,3,4,1,3,1,3,2
"swpson  ",4,3,6,6,4,7,7,4
"swpson  ",2,2,4,5,2,NA,3,2
"swpson  ",5,5,5,2,3,2,6,3
"swpson  ",4,3,6,2,3,6,6,5
"swpson  ",4,6,3,2,2,2,6,2
"swpson  ",6,2,3,3,2,3,6,3
"swpson  ",3,3,3,6,3,5,1,6
"brasilia",3,3,5,5,2,1,5,3
"swpson  ",1,2,3,1,1,1,4,3
"jmu     ",4,3,6,5,5,2,3,4
"sdsu    ",5,4,3,4,5,3,4,4
"sdsu    ",1,1,1,1,3,2,1,1
"sdsu    ",5,4,6,5,6,2,4,5
"ufl     ",2,3,5,3,3,3,4,3
"qccuny  ",3,5,6,1,4,4,1,3
"qccuny  ",3,5,4,4,6,4,4,6
"ufl     ",3,3,7,6,5,6,3,2
"sdsu    ",3,3,4,2,3,5,5,3
"qccuny  ",2,4,6,2,5,4,7,4
"qccuny  ",3,5,4,7,5,3,4,2
"swpson  ",2,3,4,3,2,5,6,4
"swpson  ",2,2,5,1,4,1,4,1
"qccuny  ",1,2,2,6,3,1,4,2
"ufl     ",3,3,4,7,4,6,3,3
"sdsu    ",5,5,4,5,5,5,4,5
"sdsu    ",2,2,3,5,5,3,4,3
"sdsu    ",3,3,4,5,3,1,4,3
"sdsu    ",5,3,3,7,2,4,7,4
"qccuny  ",4,4,4,6,5,4,3,1
"brasilia",3,2,4,1,5,1,5,1
"qccuny  ",4,2,4,7,3,5,3,4
"qccuny  ",2,5,4,5,5,6,3,5
"swpson  ",4,4,4,4,4,1,7,1
"swpson  ",3,3,5,1,4,2,3,4
"ufl     ",5,3,4,5,3,3,4,1
"ufl     ",5,5,6,6,5,7,5,3
"swpson  ",1,1,4,2,1,1,4,1
"qccuny  ",4,4,4,4,NA,7,4,4
"swpson  ",4,6,5,1,2,1,7,1
"swpson  ",5,1,2,2,2,2,3,2
"qccuny  ",4,3,3,3,4,2,4,3
"swpson  ",4,1,3,1,1,6,3,1
"qccuny  ",4,1,1,3,3,1,1,3
"swpson  ",5,2,2,6,3,1,2,2
"swpson  ",1,1,1,1,4,7,5,1
"swpson  ",1,1,1,5,4,1,5,1
"swpson  ",3,2,6,4,4,3,4,3
"swpson  ",5,2,2,3,2,3,7,4
"swpson  ",4,2,2,1,1,6,1,2
"swpson  ",1,1,6,4,3,7,5,3
"swpson  ",1,1,1,1,1,1,7,1
"qccuny  ",5,3,2,6,5,5,2,3
"qccuny  ",5,4,3,5,5,6,2,1
"qccuny  ",4,7,1,4,7,7,1,7
"qccuny  ",4,4,3,6,4,4,2,1
"qccuny  ",1,5,6,4,4,5,3,2
"qccuny  ",5,3,1,4,5,5,3,4
"qccuny  ",4,6,4,5,4,2,2,4
"msvu    ",3,3,3,6,4,1,3,2
"jmu     ",5,5,5,6,6,7,6,6
"swpson  ",4,4,1,4,4,4,7,1
"qccuny  ",4,4,3,4,4,6,4,4
"ufl     ",5,4,4,6,4,4,4,4
"sdsu    ",3,3,3,4,3,2,3,1
"sdsu    ",4,5,4,6,6,3,5,3
"sdsu    ",3,3,3,6,3,2,3,5
"sdsu    ",4,4,3,6,5,2,6,2
"swpson  ",4,1,4,1,2,2,4,1
"tamuc   ",3,3,4,4,4,4,3,3
"tamuc   ",3,2,3,2,4,3,3,3
"tamuc   ",5,5,7,4,6,1,6,1
"sdsu    ",2,2,5,4,3,6,4,5
"sdsu    ",4,4,4,5,4,4,4,3
"tamuc   ",5,4,3,7,5,6,5,5
"sdsu    ",5,3,4,5,4,3,4,3
"ufl     ",3,2,4,5,3,3,4,3
"tamuc   ",4,4,5,6,5,5,4,4
"sdsu    ",2,4,7,4,5,5,6,7
"sdsu    ",3,4,3,6,6,4,4,4
"wl      ",2,4,3,6,3,2,3,4
"swpson  ",5,2,5,4,3,1,3,1
"tamuc   ",3,5,6,6,5,1,4,3
"wl      ",6,5,4,7,5,3,7,4
"swpson  ",3,3,4,1,2,3,5,4
"vcu     ",2,1,2,2,3,4,3,2
"sdsu    ",2,2,4,4,5,2,3,4
"sdsu    ",5,5,6,4,3,7,5,5
"sdsu    ",3,4,3,6,5,3,3,5
"sdsu    ",5,5,5,7,5,6,6,5
"sdsu    ",5,3,3,6,5,4,3,5
"sdsu    ",4,5,5,5,5,2,2,3
"sdsu    ",5,4,3,4,4,4,1,4
"sdsu    ",3,3,5,6,3,3,3,2
"sdsu    ",2,3,3,6,6,3,2,3
"sdsu    ",2,1,2,4,2,4,3,2
"sdsu    ",2,2,3,4,2,1,3,2
"swpson  ",7,7,1,4,1,1,4,1
"swpson  ",2,4,5,5,2,5,7,2
"swpson  ",3,3,2,4,3,3,4,3
"swpson  ",2,5,4,1,3,1,3,2
"swpson  ",1,4,4,1,1,3,4,3
"swpson  ",4,6,7,1,4,3,1,4
"swpson  ",3,2,2,1,2,1,2,1
"swpson  ",3,2,3,2,2,3,3,4
"jmu     ",2,5,5,6,5,2,5,2
"mcdaniel",2,2,2,4,5,3,6,3
"jmu     ",3,3,4,5,5,1,2,1
"mcdaniel",2,2,2,3,2,1,3,5
"mcdaniel",2,1,3,2,2,3,4,1
"mcdaniel",3,1,2,3,2,3,3,3
"mcdaniel",3,2,4,6,3,1,3,2
"mcdaniel",3,3,3,6,5,3,4,4
"swpson  ",3,4,5,3,4,3,6,4
"qccuny2 ",4,3,4,3,2,3,4,3
"mcdaniel",3,3,4,2,4,3,4,5
"swpson  ",3,5,3,2,2,3,4,2
"tamuc   ",3,1,2,2,5,3,2,1
"qccuny2 ",4,5,4,4,3,3,4,3
"wisc    ",5,5,5,7,6,4,5,3
"wisc    ",2,4,3,6,5,1,4,4
"wisc    ",5,5,6,4,5,2,1,3
"wisc    ",3,3,5,2,4,7,4,3
"wisc    ",5,3,5,6,5,5,6,4
"luc     ",3,3,3,2,3,6,3,2
"wisc    ",6,6,6,6,6,5,5,5
"wisc    ",5,3,3,3,5,6,4,5
"luc     ",2,5,5,4,5,2,4,4
"wisc    ",4,2,3,5,6,5,3,4
"wisc    ",5,5,6,6,5,5,5,4
"luc     ",3,3,4,5,4,1,5,2
"qccuny  ",6,2,6,6,6,6,4,5
"wisc    ",2,3,4,5,5,5,7,4
"tamuc   ",5,4,3,5,5,5,4,4
"luc     ",3,2,4,3,6,1,3,2
"vcu     ",3,6,6,5,5,2,6,3
"ithaca  ",3,3,3,6,4,5,5,5
"brasilia",2,5,4,5,3,6,5,2
"wisc    ",4,4,5,5,5,3,4,3
"wisc    ",4,3,5,2,6,4,3,3
"ithaca  ",3,3,7,6,4,3,5,4
"vcu     ",2,2,4,5,4,1,3,2
"ithaca  ",1,1,1,5,1,1,6,2
"ithaca  ",1,1,1,3,3,2,4,3
"wisc    ",4,5,5,7,3,3,6,5
"wisc    ",3,3,3,6,4,5,3,5
"wisc    ",1,2,2,4,3,2,4,3
"wisc    ",6,5,3,6,5,2,3,4
"ithaca  ",2,1,3,4,5,1,3,3
"wisc    ",2,2,5,4,2,1,3,2
"wisc    ",3,6,5,6,6,3,5,3
"ithaca  ",4,3,3,2,4,2,3,4
"wisc    ",5,6,6,7,6,4,7,1
"ithaca  ",4,5,6,3,5,5,4,4
"wisc    ",2,5,6,7,6,3,5,5
"wisc    ",4,5,4,5,5,3,5,2
"wisc    ",5,3,3,5,4,5,3,3
"ithaca  ",5,4,5,7,5,6,4,7
"wisc    ",5,5,5,6,5,3,3,1
"tamuc   ",5,2,2,4,5,2,3,1
"qccuny2 ",3,3,3,5,5,3,6,3
"wisc    ",2,3,3,4,2,5,5,2
"wisc    ",3,5,3,4,4,3,5,5
"vcu     ",3,2,3,1,6,4,4,1
"qccuny2 ",4,4,4,5,4,4,5,2
"luc     ",3,1,3,3,1,1,1,1
"luc     ",3,4,3,6,6,2,4,5
"luc     ",2,3,2,4,4,3,2,3
"luc     ",4,5,5,4,3,1,4,1
"luc     ",4,2,3,2,6,2,1,1
"ufl     ",3,5,6,7,6,2,4,4
"tamuc   ",3,5,3,7,5,5,4,5
"qccuny  ",7,1,5,1,2,3,4,3
"qccuny  ",4,1,2,5,4,2,2,2
"qccuny  ",3,3,3,4,5,3,6,2
"qccuny  ",4,4,3,6,5,5,4,4
"brasilia",6,1,3,1,7,2,1,3
"luc     ",4,3,4,5,3,2,4,3
"luc     ",5,2,4,4,5,3,4,3
"luc     ",6,3,4,5,5,3,4,4
"qccuny  ",5,3,3,5,5,3,1,5
"luc     ",3,3,3,5,3,7,3,3
"brasilia",3,1,2,6,4,1,4,2
"qccuny  ",1,2,1,4,3,1,2,1
"qccuny  ",1,1,1,1,1,4,4,1
"qccuny  ",1,3,6,6,4,1,4,5
"qccuny2 ",3,2,5,2,2,3,1,2
"luc     ",4,3,4,4,5,3,3,2
"luc     ",3,3,4,6,4,5,5,3
"luc     ",3,4,4,5,5,3,4,3
"luc     ",5,4,3,5,3,3,3,3
"luc     ",2,1,2,2,2,1,4,1
"sdsu    ",1,3,4,6,3,5,3,4
"sdsu    ",3,1,3,3,1,3,3,3
"sdsu    ",3,4,3,4,3,2,3,3
"sdsu    ",4,5,5,3,3,4,7,4
"sdsu    ",2,2,3,4,3,2,2,3
"sdsu    ",4,3,4,3,5,3,3,2
"mcdaniel",1,2,6,3,3,1,7,1
"mcdaniel",3,3,3,1,5,1,4,1
"mcdaniel",3,3,3,2,4,1,4,4
"sdsu    ",1,2,2,2,4,1,2,1
"sdsu    ",3,4,4,4,5,3,3,3
"sdsu    ",1,4,5,2,3,4,4,4
"luc     ",3,3,3,4,4,4,5,2
"luc     ",3,1,1,5,5,1,1,1
"luc     ",5,6,4,6,6,7,4,5
"luc     ",6,5,4,1,3,1,4,4
"luc     ",3,5,4,4,5,2,4,3
"sdsu    ",6,4,5,7,6,5,4,7
"sdsu    ",3,3,4,5,3,2,5,5
"sdsu    ",1,4,7,1,1,1,4,1
"sdsu    ",4,3,3,3,5,2,3,3
"luc     ",5,4,6,4,6,6,6,4
"luc     ",4,4,6,6,4,2,3,2
"sdsu    ",3,3,4,6,5,5,4,4
"sdsu    ",3,2,3,7,5,2,4,2
"sdsu    ",5,5,3,4,5,4,4,4
"sdsu    ",4,4,5,4,5,5,3,3
"mcdaniel",2,1,3,4,4,3,3,3
"mcdaniel",3,4,4,5,6,3,2,3
"swpson  ",2,1,4,2,3,3,4,3
"jmu     ",4,3,1,3,5,1,1,3
"brasilia",1,1,4,3,3,1,5,1
"swpson  ",1,1,1,2,1,1,5,1
"ithaca  ",2,4,3,2,5,1,4,1
"tamuc   ",2,1,1,5,3,3,2,2
"ithaca  ",1,1,2,7,4,6,1,1
"qccuny2 ",5,4,5,5,4,3,3,4
"ufl     ",3,2,5,4,4,3,3,5
"qccuny2 ",3,5,1,7,7,7,5,7
"tamuc   ",5,1,3,3,2,3,1,1
"ithaca  ",3,3,4,5,3,2,4,5
"ithaca  ",3,3,4,5,3,1,2,1
"ithaca  ",4,3,5,5,4,2,5,4
"ithaca  ",3,5,5,4,5,5,5,5
"ithaca  ",5,5,5,7,5,3,6,5
"ithaca  ",4,3,3,6,4,3,5,2
"ithaca  ",3,4,2,3,4,5,3,2
"ithaca  ",2,2,1,6,3,1,5,3
"ithaca  ",6,5,7,5,6,3,6,4
"ithaca  ",5,4,5,4,5,3,5,5
"qccuny2 ",3,3,2,5,4,3,4,4
"tamuc   ",6,5,7,7,5,5,6,5
"qccuny2 ",3,5,7,6,5,1,3,7
"tamuc   ",4,4,5,4,4,4,3,4
"swpson  ",5,5,NA,4,5,3,4,4
"wl      ",3,3,3,2,5,2,3,2
"wpi     ",5,3,4,5,5,2,5,4
"swpson  ",2,2,3,4,2,3,5,3
"wpi     ",4,5,6,2,NA,3,4,4
"wpi     ",5,3,3,5,3,3,4,5
"ithaca  ",2,2,5,3,3,1,4,2
"ithaca  ",3,3,4,4,4,2,3,2
"ithaca  ",1,2,2,3,2,5,1,1
"tamuc   ",3,2,3,3,5,2,5,4
"swpson  ",4,3,6,3,4,3,4,5
"tamuc   ",2,2,3,4,4,7,4,4
"ithaca  ",2,3,2,2,4,2,3,3
"swpson  ",2,2,3,1,2,2,1,2
"swpson  ",5,2,3,3,2,4,5,5
"swpson  ",1,1,1,1,1,2,1,1
"sdsu    ",5,5,4,6,5,3,3,3
"sdsu    ",5,5,7,3,5,7,5,5
"sdsu    ",3,3,6,6,6,5,3,5
"swpson  ",6,7,7,7,7,4,7,4
"swpson  ",3,2,5,3,1,7,7,3
"swpson  ",2,1,7,2,4,3,7,3
"qccuny  ",1,2,2,1,2,1,3,1
"qccuny  ",1,2,3,7,5,1,3,1
"qccuny  ",5,3,3,2,3,1,2,2
"qccuny  ",6,3,3,2,2,1,4,1
"qccuny  ",2,2,6,3,3,1,2,1
"sdsu    ",5,5,5,6,5,6,4,5
"sdsu    ",4,3,3,6,4,3,5,5
"sdsu    ",5,5,6,4,5,5,5,5
"sdsu    ",4,4,4,4,4,4,4,4
"sdsu    ",3,5,3,5,5,3,3,2
"sdsu    ",2,4,4,5,4,3,2,6
"mcdaniel",3,3,3,3,4,3,3,3
"swpson  ",4,5,5,4,3,4,4,3
"swpson  ",3,1,2,1,2,1,6,2
"swpson  ",4,3,4,3,3,2,4,2
"swpson  ",5,2,3,4,2,6,4,5
"swpson  ",6,7,3,4,5,4,2,2
"swpson  ",4,3,2,2,4,3,3,3
"msvu    ",5,6,6,6,6,3,2,3
"msvu    ",4,5,4,5,4,6,4,4
"msvu    ",4,2,3,5,5,2,2,3
"msvu    ",4,4,4,5,5,4,4,4
"msvu    ",4,4,5,3,2,2,5,4
"msvu    ",4,1,5,7,7,1,7,4
"msvu    ",1,2,1,4,5,2,5,2
"laurier ",3,5,3,6,4,2,3,3
"laurier ",2,1,2,5,3,3,3,1
"laurier ",5,4,4,7,5,3,7,2
"laurier ",5,5,5,6,5,5,4,4
"laurier ",5,5,6,6,6,5,5,5
"laurier ",2,5,4,3,3,5,2,3
"laurier ",2,4,2,3,4,4,3,4
"laurier ",6,6,6,5,5,6,5,6
"laurier ",2,4,4,5,4,1,6,4
"laurier ",6,5,6,7,6,6,5,5
"laurier ",5,3,6,6,5,5,5,4
"laurier ",5,5,6,6,5,5,2,5
"laurier ",6,6,7,7,7,5,6,5
"laurier ",5,4,4,6,5,3,6,2
"laurier ",5,6,3,4,6,5,5,4
"laurier ",2,4,3,7,5,5,5,2
"qccuny2 ",7,1,1,5,1,7,1,7
"qccuny2 ",2,2,3,5,2,2,4,2
"laurier ",4,4,2,7,5,3,1,5
"laurier ",3,5,6,5,5,2,3,3
"laurier ",5,7,4,7,4,7,4,7
"laurier ",6,7,3,7,7,5,5,7
"laurier ",4,4,4,2,3,4,4,3
"laurier ",5,5,5,6,6,4,3,4
"laurier ",5,4,5,4,5,5,5,4
"laurier ",5,5,6,5,6,5,5,4
"laurier ",5,5,6,6,6,5,4,4
"laurier ",6,6,6,6,6,5,7,6
"laurier ",4,5,5,5,3,5,3,3
